name,otherNames,scientificName,popularity
Neovenatoridae subclade 1,,,
Neovenatoridae subclade 2,,,
Neovenatoridae subclade 3,,,
Neovenatoridae,,,
Nesomyidae,,,
Nesophontes,,,10
New caledonia yew,"[""Southern Yew""]",Austrotaxus,50
New guinea crocodile,,Crocodylus novaeguineae,40
New world harvest mouse,,Reithrodontomys,50
New world mole,,Scalopinae,60
New world monkey,,Platyrrhini,50
New world porcupine,,Erethizontidae,70
Nigerpeton,,,10
Nigersaurus,,,10
Night lizard,,,50
Nile crocodile,,Crocodylus niloticus,60
Nile lechwe,,,50
Nilgai,,Boselaphus tragocamelus,50
Nilgiri tahr,"[""Nilgiri ibex""]",Nilgiritragus hylocrius,50
Nimbadon,,,10
Ninjemys,,,10
Niolamia,,,10
Niviventer,,,
Noasauridae,,,
Noasaurus,,,20
Nodosauridae subclade 1,,,
Nodosauridae subclade 2,,,
Nodosauridae subclade 3,,,
Nodosauridae,,,
Nolinoideae,,,10
Nomingia,,,10
Northern luzon giant cloud rat,,,50
Northern mole vole,,Ellobius talpinus,50
Northern olingo,,Bassaricyon gabbii,30
Notamacropus,,,
Nothia,,,10
Nothosauria,,,
Nothosaurus,,,10
Nothronychus,,,10
Nothrotheriidae,,,
Nothrotheriops,,,10
Notosuchia subclade 1,,,
Notosuchia subclade 2,,,
Notosuchia subclade 3,,,
Notosuchia,,,
Notosuchidae subclade 1,,,
Notosuchidae subclade 2,,,
Notosuchidae subclade 3,,,
Notosuchidae,,,
Notosuchus,,,20
Nototherium,,,10
Nqwebasaurus,,,10
Nubian ibex,,Capra nubiana,50
Nuclearia,,,10
Nucleariid,,Nucleariida,
Nuralagus,,,10
Nutmeg yew,,Torreya,50
Nyala,,,50
Nycteroleter,,,10
Nycteroleteridae subclade 1,,,
Nycteroleteridae,,,
Nyctiphruretus,,,10
Nymphaeales,,,
Oceanic dolphin,,Delphinidae,80
Ocepeia,,,10
Octodontidae,,,
Octodontoidea,,,
Octopodiformes,,,
Octopus,,Octopoda,75
Odd-toed ungulate,,Perissodactyla,30
Odobenidae,,,
Odobenocetops,,,10
Odonatoptera,,,
Odontochelys,,,10
Oedaleops,,,10
Ojoceratops,,,10
Okapi,,Okapia johnstoni,50
Old world monkey,,Cercopithecoidea,50
Old world porcupine,,Hystricidae,70
Olfactores,,,
Oligokyphus,,,10
Olinguito,,Bassaricyon neblina,50
Olorotitan,,,10
Olsoniformes,,,
Omomyidae,,,
Onchiodon,,,10
Oncocerida,,,10
Onion,,Allium cepa,80
Onohippidium,,,10
Onychodontidae subclade 1,,,
Onychodontidae,,,
Onychodus,,,10
Onychophora,"[""velvet worms""]",,10
Opabinia,,,10
Ophidia,,,
Ophthalmosauridae,,,
Ophthalmosaurinae,,,30
Ophthalmosaurus,,,10
Opiliones,"[""harvestmen"", ""harvesters"", ""daddy longlegs""]",,50
Opisthocoelicaudia,,,10
Opisthocoelicaudiinae,,,
Opisthokonta subclade 1,,,
Opisthokonta,,,
Opluridae,,,
Oplurus,,,10
Opossum,,Didelphimorphia,70
Orangutan,,Pongo,70
Orchid subclade 1,,,
Orchid subclade 2,,,
Orchid subclade 3,,,
Orchid,,Orchidaceae,60
Orchidantha,,,30
Orchidoideae,,,10
Oribi,,Ourebia ourebi,50
Orinoco crocodile,,Crocodylus intermedius,40
Orionides,,,
Orkoraptor,,,10
Ornithischia subclade 1,,,
Ornithischia,,,40
Ornitholestes,,,
Ornithomimidae subclade 1,,,
Ornithomimidae subclade 2,,,
Ornithomimidae,,,
Ornithomimosauria subclade 1,,,
Ornithomimosauria subclade 2,,,
Ornithomimosauria subclade 3,,,
Ornithomimosauria subclade 4,,,
Ornithomimosauria,,,
Ornithomimus,,,30
Ornithopod subclade 1,,,
Ornithopod subclade 2,,,
Ornithopod,,Ornithopoda,30
Ornithosuchidae,,,
Ornithosuchus,,,20
Orodromeus,,,10
Orthoceratoidea,,,
Oryx,,,60
Oryza australiensis,,,30
Oryza rufipogon,"[""brownbeard rice"", ""wild rice"", ""red rice""]",,30
Oryza,,,
Oryzeae,,,
Oryzinae,,,
Oryzoideae,,,
Oryzomyalia,,,
Osphranter,,,
Ossinodus,,,10
Osteolaeminae,,,
Osteostraci,,,
Othnielosaurus,,,10
Otomys,,,
Otsheria,,,10
Otter,,Lutrinae,70
Oudenodon,,,10
Oudenodontidae,,,
Ouranosaurus,,,10
Ovatiovermis,,,10
Ovibovini,,,
Oviraptor,,,50
Oviraptoridae subclade 1,,,
Oviraptoridae subclade 2,,,
Oviraptoridae subclade 3,,,
Oviraptoridae subclade 4,,,
Oviraptoridae,,,
Oviraptorosauria subclade 1,,,
Oviraptorosauria subclade 2,,,
Oviraptorosauria,,,
Ovis,,,
Owenetta,,,10
Paca,,Cuniculus,60
Pacarana,,Dinomys branickii,50
Pachycephalosauria subclade 1,,,
Pachycephalosauria subclade 2,,,
Pachycephalosauria subclade 3,,,
Pachycephalosauria,,,
Pachycephalosaurus,,,50
Pachygenelus,,,10
Pachypleurosaur,,,10
Pachyrhinosaurini subclade 1,,,
Pachyrhinosaurini,,,
Pachyrhinosaurus,,,20
Pachyrostra,,,
Pack rat,"[""Packrat"", ""Woodrat""]",Neotoma,65
Pacmad clade subclade 1,,,
Pacmad clade subclade 2,,,
Pacmad clade subclade 3,,,
Pacmad clade subclade 4,,,
Pacmad clade,,,
Paenungulata,,,
Painted big-eared mouse,,Auliscomys pictus,50
Pakasuchus,,,10
Pakicetidae,,,
Pakicetus,,,30
Palaeoanguimorpha,,,
Palaeocastor,,,10
palaeodictyopteroidea,,,
Palaeohatteria,,,10
Palaeolagus,,,10
Palaeomastodon,,,10
Palaeomerycidae,,,
Palaeopleurosaurus,,,10
Palaeoptera,,,
Palaeotherium,,,10
Paleoparadoxia,,,10
Paleothyris,,,10
Palm tree,,Arecaceae,70
Palorchestes,,,20
Pambdelurion,,,10
Pamparaptor,,,10
Panarthropoda,,,
Pancrustacea,,,
Pandanales,,,10
Panderichthys,,Panderichthyidae,
Pangolin,,Pholidota,30
Paniceae,,,10
Panicoideae subclade 1,,,
Panicoideae subclade 2,,,
Panicoideae subclade 3,,,
Panicoideae,,,
Panochthus,,,10
Pantelosaurus,,,10
Pantestudines subclade 1,,,
Pantestudines subclade 2,,,
Pantestudines subclade 3,,,
Pantestudines,,,
Pantetrapulmonata,,,
Panthera subclade 1,,,
Panthera subclade 2,,,
Panthera subclade 3,,,
Panthera subclade 4,,,
Panthera subclade 5,,,
Panthera zdanskyi,,,20
Panthera,,,
Pantherinae,,,
Pantydraco,,,10
Pappochelys,,,10
Papyrus sedge,"[""paper reed"", ""Indian matting plant"", ""Nile grass""]",Cyperus papyrus,55
Parabradysaurus,,,10
Paraburnetia,,,10
Paracamelus,,,10
Paraceratherium,,,40
Paracrocodylomorpha,,,
Paracyclotosaurus,,,10
Parahippus,,,10
Parakannemeyeria,,,10
Paranthropus,,,
Paraplacodus,,,10
Parareptilia,,,20
Pararhabdodon,,,10
Parasaurolophini,,,
Parasaurolophus,,,60
Parasitiformes,,,
Parasuchus,,,10
Paratypothorax,,,10
Paraves,,,
Parazoa,,,
Pareiasaur subclade 1,,,
Pareiasaur subclade 2,,,
Pareiasaur,,Pareiasauridae,30
Pareiasauromorpha,,,
Pareiasaurus,,,20
Parksosaurus,,,10
Parma wallaby,,Macropus parma,40
Parotosuchus,,,10
Parvicursorinae subclade 1,,,
Parvicursorinae,,,
Parvinatator,,,10
Parvipelvia,,,
Paspaleae,,,10
Patagonia,,,10
Patagonykus,,,10
Patagosaurus,,,10
Patranomodon,,,10
Paucipodia,,,10
Pauropoda,,,10
Peccary,"[""javelina"", ""skunk pig""]",Tayassuidae,50
Pecora,,,
Pederpes,,,10
Pedipalpi,,,
Pegomastax,,,10
Peirosauridae,,,
Pelecanimimus,,,10
Pelorovis,,,10
Peltobatrachus,,,10
Pentaceratops,,,10
Peperomia,"[""Radiator plant""]",,50
Pepper plant,"[""pepper vine""]",Piper,70
Peramelemorphia,,,
Perodicticinae,,,
Perplexisaurus,,,10
Persea,,,
Persian onager,,Equus hemionus onager,50
Pertica,,,10
Petrolacosaurus,,,10
Phacochoerini,,,
Phacochoerus,"[""Warthog""]",,
Phaenospermateae,,,10
Phalarodon,,,10
Phalarodontinae,,,
Pharoideae,,,30
Philippine crocodile,,,50
Phiomia,,,10
Phiomorpha,,,
Phloeomys,,,
Pholiderpeton,,,10
Pholidocercus,,,10
Pholidogaster,,,10
Phonerpeton,,,10
Phoronid,"[""horseshoe worms""]",Phoronida,10
Phrynosomatidae subclade 1,,,
Phrynosomatidae subclade 2,,,
Phrynosomatidae subclade 3,,,
Phrynosomatidae subclade 4,,,
Phrynosomatidae,,,
Phthinosuchus,,,10
Phyllotini,,,
Phyllotis,,,
Phymaturus,,,50
Physeteridae,,,
Physeteroidea,,,
Physignathus,,,
Phytophilaspis,,,10
Phytosaur subclade 1,,,
Phytosaur,,,
Phytosauridae subclade 1,,,
Phytosauridae,,,
Piatnitzkysauridae subclade 1,,,
Piatnitzkysauridae,,,
Piatnitzkysaurus,,,20
Pierolapithecus,,,10
Pig,,,85
Pika,,Ochotona,50
Pikaia,,,10
Pilosa,,,
Pilot whale,,Globicephala,50
Pinaceae,,,
Pine,,,70
Pineapple,,Ananas comosus,75
Pink lily leek,,Allium oreophilum,50
Pinniped subclade 1,,,
Pinniped,"[""often generalized as seals""]",Pinnipedia,
Pinnipedimorpha,,,
Piperaceae,,,
Piperales subclade 1,,,
Piperales,,,
Pisanosaurus,,,
Pistosauria subclade 1,,,
Pistosauria,,,
Pistosaurus,,,10
Pitcairnioideae,,,10
Pituriaspida,,,10
Piveteausaurus,,,10
Placentalia,"[""Eutheria""]",,
Placerias,,,10
Placeriinae subclade 1,,,
Placeriinae,,,
Placodermi,,,
Placodontia subclade 1,,,
Placodontia,,,
Placodus,,,10
Plains viscacha rat,"[""Red vizcacha rat""]",Tympanoctomys barrerae,50
Plains viscacha,,,50
Platanistoidea,,,
Plateosauria,,,
Plateosauridae,,,
Plateosaurus,,,10
Platycephalichthys,,,10
Platyhystrix,,,30
Platypoda,,,
Platypterygiinae subclade 1,,,
Platypterygiinae,,,
Platypterygius,,,10
Platypus,,Ornithorhynchus,70
Platysaurus,"[""Flat lizards""]",,10
Plectronoceratoidea,,,
Plesiadapiformes,,,
Plesiadapis,,,10
Plesiosaurs,,Plesiosauria,50
Plesiosiro,,,10
Pleuromeia,,,10
Pleurosauridae,,,
Pleurosaurus,,,10
Plum yew,"[""cowtail pine""]",Cephalotaxus,50
Poales subclade 1,,,
Poales subclade 2,,,
Poales subclade 3,,,
Poales,,,
Pocket mice,,Perognathinae,50
Podocarpaceae,,,10
Poeae,,,10
Poebrotherium,,,10
Poephagus,,,
Pogonieae,,,10
Polacanthinae subclade 1,,,
Polacanthinae,,,
Polacanthus,,,10
Polonosuchus,,,10
Polydactylous,,,10
Polyneoptera,,,
Polysporangiophyte subclade 1,,,
Polysporangiophyte,,,
Pooideae subclade 1,,,
Pooideae subclade 2,,,
Pooideae subclade 3,,,
Pooideae subclade 4,,,
Pooideae subclade 5,,,
Pooideae subclade 6,,,
Pooideae subclade 7,,,
Pooideae,,,
Poposauroidea subclade 1,,,
Poposauroidea subclade 2,,,
Poposauroidea,,,
Poposaurus,,,30
Porolepiformes,,,
Porpoise,,Phocoenidae,60
Possum,,Phalangeriformes,60
Postosuchus,,,30
Potamochoerini,,,
Potamochoerus,,,
Potamophila,,,30
Potamotherium,,,
Potoroidae,,,
Potoroo,,Potorous,30
Potto,,Perodicticus potto,50
Pouched rat,,Cricetomyinae,50
Prenocephale,,,10
Prenoceratops,,,10
Prestosuchus,,,20
Primate,,,50
Primatomorpha,,,
Pristerodon,,,10
Pristerognathus,,,10
Pristidactylus,,,50
Probactrosaurus,,,10
Probainognathia,,,
Proboscidea subclade 1,,,
Proboscidea,,,
Proburnetia,,,10
Procamelus,,,10
Procapra,,,
Proceratosauridae subclade 1,,,
Proceratosauridae,,,
Proceratosaurus,,,10
Procolophon,,,10
Procolophonia subclade 1,,,
Procolophonia,,,
Procolophonidae,,,
Procolophonoidea,,,
Proconsul,,,
Procoptodon,,,10
Procranioceras,,,10
Procyon,,,
Procyonidae subclade 1,,,
Procyonidae subclade 2,,,
Procyonidae subclade 3,,,
Procyonidae,,,
Proganochelys,,,10
Prolacerta,,,20
Promegatherium,,,10
Pronghorn,,Antilocapra americana,50
Propleopinae,,,
Propleopus,,,10
Prorastomus,,,10
Prosaurolophus,,,10
Prosopanche,,,50
Protarchaeopteryx,,,10
Protemnodon,,,10
Proterogyrinus,,,10
Proterosuchus,,,
Prothylacynus,,,10
Protitanops,,,10
Protoceratops,,,30
Protoceratopsid,,Protoceratopsidae,
Protocetidae,,,
Protocetinae,,,
Protocetus,,,10
Protome,,,10
Protorohippus,,,10
Protostomia,,,40
Protosuchus,,,10
Prozostrodontia,,,
Przewalski's gazelle,,,50
Przewalski's horse,"[""Dzungarian horse""]",,50
Psephoderma,,,10
Pseudaelurus,,,10
Pseudocordylus,,,
Pseudois,,,
Pseudolarix,"[""golden larch""]",,50
Pseudoscorpion,"[""false scorpion"", ""book scorpion""]",Pseudoscorpiones,50
Pseudosuchia,,,
Pseudotsuga,,,50
Pseudovanilla,,,30
Psilophyton,,,10
Pteraspidomorphi,,,
Pterosaur,,Pterosauria,60
pterygota,,,
Puelia,,,30
Puijila,,,
Puku,,,50
Pumiliopareia,,,10
Pygmy hippopotamus,,Choeropsis,50
Pygmy hog,,,50
Pygmy rabbit,,Brachylagus,50
Pygmy right whale,,Caperea,50
Pygmy sperm whale,,Kogia breviceps,20
Pylaecephalidae subclade 1,,,
Pylaecephalidae,,,
Pyramios,,,10
Pyrenean chamois,,Rupicapra pyrenaica,50
Pyroraptor,,,
Qianosuchus,,,10
Qiaowanlong,,,10
Quillwort,,Isoetes,50
Quinkana,,,10
Rabidosaurus,,,10
Raccoon dog,,Nyctereutes procyonoides,50
Raccoon,,Procyon lotor,70
Radiata,,,
Radiatopses,,,
Radiodonta,,,
Rahonavis,,,10
Rajasaurus,,,10
Ramoceros,,,10
Rapateaceae,,,10
Rapetosaurus,,,10
Raphicerus,,,
Raptorex,,Raptorex kriegsteini,10
Rat,,Rattus,85
Rauisuchidae,,,
Ravenala,,,30
Ray-finned fish,,Actinopterygii,50
Rebbachisauridae,,,
Rebbachisaurinae subclade 1,,,10
Rebbachisaurinae,,,
Rebbachisaurus,,,20
Red algae,,Rhodophyta,30
Red hartebeest,,Alcelaphus buselaphus caama,50
Red kangaroo,,Macropus rufus,80
Red panda,,Ailurus,60
Red river hog,,Potamochoerus porcus,50
Red spiny rat,,,50
Red-backed vole,,Myodes,50
Red-crested tree rat,,Santamartamys rufodorsalis,50
Red-fronted gazelle,,Eudorcas rufifrons,50
Red-necked wallaby,,Macropus rufogriseus,40
Reduncinae,,,
Redwood,,Sequoioideae,65
Reedbuck,,Redunca,50
Regisaurus,,,10
Reithrodontomyini,,,
Remingtonocetidae,,,10
Remingtonocetus,,,10
Repenomamus,,,10
Reptiliomorpha,,,
Restiid clade,,,
Restionaceae,,,10
Retifacies,,,10
Revueltosaurus,,,10
Rhabdodon,,,10
Rhabdodontidae,,,
Rhabdomys dilectus,,,50
Rhabdomys,,,
Rhachitomi subclade 1,,,
Rhachitomi subclade 2,,,
Rhachitomi,,,
Rhampholeon,,,10
Rhineceps,,,10
Rhinesuchidae,,,
Rhinesuchus,,,10
Rhinoceros,,Rhinocerotidae,80
Rhinocerotoidea subclade 1,,,
Rhinocerotoidea,,,
Rhipaeosaurus,,,10
Rhipidistia,,,
Rhipidomys,,,
Rhizomyinae,,,
Rhynchocephalia,,,
Rhynia,,,10
Rice rat,,Oryzomyini,50
Ricinulei,"[""hooded tickspiders""]",,10
Right whale,,Eubalaena,30
Rinchenia,,,10
Rinconsaurus,,,10
Ring-tailed cat,,Bassariscus astutus,40
Riojasuchus,,,10
Roan antelope,,Hippotragus equinus,50
Robertia,,,10
Rock cavy,"[""moc\u00c3\u00b3""]",Kerodon rupestris,50
Rodent subclade 1,,,
Rodent subclade 2,,,
Rodent,,Rodentia,70
Rodhocetus,,,20
Romeriida,,,
Rorqual,,Balaenopteridae,
Round-tailed muskrat,,Neofiber alleni,50
Royal antelope,,Neotragus pygmaeus,50
Rubeosaurus,,,10
Rubidgea,,,20
Rubidgeinae subclade 1,,,
Rubidgeinae subclade 2,,,
Rubidgeinae,,,
Rubidgeini subclade 1,,,
Rubidgeini,,,
Rubricacaecilia,,,10
Rudd's mouse,,Uranomys ruddi,50
Rufous rat-kangaroo,,Aepyprymnus rufescens,30
Rufous soft-furred spiny rat,,Diplomys labilis,50
Rugops,,,10
Ruminantia,,,
Rupicapra,,,
Rutiodon,,,10
Rye,,,60
Sable antelope,,Hippotragus niger,50
Sahelanthropus tchadensis,,,
Saiga antelope,,Saiga tatarica,50
Saigini,,,
Salamander,,Urodela,60
Salientia,,,
Salopella,,,10
Saltasaurinae,,,10
Saltasaurus,,,10
Saltwater crocodile,"[""estuarine crocodile"", ""Indo-Pacific crocodile"", ""marine crocodile"", ""sea crocodile"", ""saltie""]",Crocodylus porosus,60
Samotherium,,,10
Sand lizard,,,50
Saola,,Pseudoryx nghetinhensis,50
Saperion,,,10
Sar supergroup,,,
Sarcandra,,,50
Sarcopterygii,,,
Sardinian pika,,Prolagus sardus,30
Saruma,,,50
Sassafras,,,55
Saturnalia,,,10
Sauria,,,
Saurischia,,,40
Saurolophidae,"[""Euhadrosauria""]",,
Saurolophinae subclade 1,,,
Saurolophinae subclade 2,,,
Saurolophinae,,,
Saurolophini,,,
Saurolophus,,,20
Sauropelta,,,10
Saurophaganax,,,10
Sauropodiformes subclade 1,,,
Sauropodiformes subclade 2,,,
Sauropodiformes,,,
Sauropodomorpha subclade 1,,,
Sauropodomorpha subclade 2,,,
Sauropodomorpha,,,
Sauropods subclade 1,,,
Sauropods,,Sauropoda,50
Sauropsida,,,
Sauropterygia,,,
Saurornitholestes,,,20
Saurornitholestinae,,,
Saurosuchus,,,10
Saururaceae,,,
Scalidophora,,,
Scaloposaurus,,,10
Scansoriopterygidae,,,
Scansoriopteryx,"[""Epidendrosaurus""]",,10
Scelidosaurus,,,10
Schisandraceae,,,
Schizomida,"[""shorttailed whipscorpion""]",,10
Schizotarsata,,,
Sciadopitys,"[""Japanese umbrella-pine""]",,50
Scilloideae,,,10
Scinciformata,,,
Scipionyx,,,10
Sciuromorpha,,,
Sclerocephalus,,,10
Scleromochlus,,Scleromochlidae,
Sclerosaurus,,,10
Scorpion,,Scorpiones,50
Scrotifera,,,
Scutellosaurus,,,10
Scutosaurus,,,20
Scylacosauria,,,
Scylacosauridae,,,10
Scylacosaurus,,,10
Scylacosuchus,,,10
Secodontosaurus,,,30
Sedge,,Cyperaceae,30
Seed plants subclade 1,,,
Seed plants,,Spermatophyte,40
Segnosaurus,,,10
Seitaad,,,10
Serikodiastida subclade 1,,,
Serikodiastida,,,
Serow,,Capricornis,50
Shantungosaurus,,,10
Shaochilong,,,10
Sharpe's grysbok,,Raphicerus sharpei,50
Shastasaurus,,,10
Sheep,,Ovis aries,90
Shenzhousaurus,,,10
Shonisaurus,,,10
Short-legged seps,,Tetradactylus seps,50
Shrew opossum,,Paucituberculata,50
Shrew-like mole,,Uropsilinae,20
Shrew,,Soricidae,60
Shrewlike rat,,Rhynchomys,50
Shunosaurus,,,10
Shuvosauridae,,,
Shuvosaurus,,,20
Shuvuuia,,,10
Siamese crocodile,,Crocodylus siamensis,50
Siamosaurus,,,10
Siberian carpet cypress,"[""Russian arbor-vitae""]",Microbiota decussata,55
Siberian ibex,,Capra sibirica,50
Siberion,,,10
Siboglinidae,"[""beard worms""]",,10
Sichuanosuchus,,,10
Side-blotched lizard,,Uta,50
Sidneyia,,,10
Sifrhippus,,,10
Sigillaria,,,10
Sigmodontalia,,,
Sigmodontinae,,,
Silky anteater,"[""Pygmy anteater""]",Cyclopedidae,30
Silphedosuchus,,,10
Simian,,"Simiiformes, Anthropoidea",50
Simosthenurus,,,10
Simosuchus,,,20
Sinoburius,,,10
Sinocalliopteryx,,,10
Sinoceratops,,,10
Sinokannemeyeria,,,10
Sinophoneus,,,10
Sinornithoides,,,10
Sinornithomimus,,,10
Sinornithosaurus,,,10
Sinosauropteryx,,,10
Sinosaurus,,,20
Sinraptor,,,10
Siparuna,,,30
Sipuncula,"[""sipunculid worms"", ""peanut worms""]",,10
Sirenia subclade 1,,,
Sirenia,,,
Sitatunga,,,50
Sivatherium,,,10
Skink,,Scincidae,60
Skunk,"[""Polecat""]",Mephitidae,70
Slender-snouted crocodile,,Mecistops,40
Sloggett's vlei rat,"[""Ice rat""]",Otomys sloggetti,50
Sloth,,Folivora,70
Smaug,,,10
Smilesaurus,,,10
Smilosuchus,,,10
Snake,,Serpentes,90
Snow leopard,,Uncia,60
Snow sheep,,Ovis nivicola,50
Soemmerring's gazelle,,Nanger soemmerringii,50
Solenodon,,,30
Solenogastres,,,10
Solifugae,"[""camel spiders"", ""wind scorpions"", ""sun spiders"", ""solifuges""]",,10
Somali wild ass,,Equus africanus somaliensis,50
Somphospondyli,,,
Sonorasaurus,,,10
Soomaspis,,,10
South american coati,"[""Ring-tailed coati""]",Nasua nasua,30
South asian river dolphin,,Platanista gangetica,20
Southern african vlei rat,,Otomys irroratus,50
Southern giant slender-tailed cloud rat,,Phloeomys cumingi,50
Southern multimammate mouse,,Mastomys coucha,50
Southern sassafras,,,50
Southwestern water vole,,,50
Spalacidae,,,
Spanish ibex,,,50
Sparassodonta,,,
Spectacled lizards,"[""Microteiids""]",Gymnophthalmidae,10
Sperm whale,"[""Cachalot""]",Physeter macrocephalus,65
Sphenacodon,,,10
Sphenacodontia subclade 1,,,
Sphenacodontia,,,
Sphenacodontidae,,,
Sphenacodontinae subclade 1,,,
Sphenacodontinae subclade 2,,,
Sphenacodontinae,,,10
Sphenacodontoidea,,,
Sphenocoelus,,,10
Sphenodontia,,,
Spider,,Araneae,80
Spikemoss,,Selaginella,50
Spinoaequalis,,,10
Spinolestes,,,10
Spinophorosaurus,,,10
Spinops,,,10
Spinosauridae,,,
Spinosaurinae,,,
Spinosaurus,,,60
Spiny lizard,,,50
Spiny mouse,,Acomys,50
Spiny pocket mice,,Heteromys,50
Spirula,"[""ram's horn squid""]",,40
Springbok,,Antidorcas marsupialis,60
Spruce,,,60
Squalodon,,,10
Squamacula,,,10
Squamata,,,
Squid,,Teuthida,70
Stagonolepis,,,10
Stahleckeria,,,30
Stahleckeriidae,,,
Stahleckeriinae,,,
Stangeria,,,50
Stangeriaceae,,,
Star anise,,,55
Staurikosaurus,,,10
Steenbok,,Raphicerus campestris,50
Stegocephalia subclade 1,,,
Stegocephalia subclade 2,,,
Stegocephalia subclade 3,,,
Stegocephalia subclade 4,,,
Stegocephalia subclade 5,,,
Stegocephalia subclade 6,,,
Stegocephalia subclade 7,,,
Stegocephalia subclade 8,,,
Stegocephalia,,,
Stegodon,,,10
Stegosauria subclade 1,,,
Stegosauria subclade 2,,,
Stegosauria subclade 3,,,
Stegosauria,,,
Stegosauridae,,,
Stegosaurus,,,80
Stellers sea cow,,Hydrodamalis gigas,30
Stenocercus,,,50
Stenopterygius,,,30
Steppe lemming,"[""Steppe vole""]",Lagurus lagurus,50
Steppesaurus,,,10
Stereospondyli subclade 1,,,
Stereospondyli subclade 2,,,
Stereospondyli subclade 3,,,
Stereospondyli,,,
Stereospondylomorpha subclade 1,,,
Stereospondylomorpha subclade 2,,,
Stereospondylomorpha,,,
Steropodontidae,,,
Sthenurinae,,,
Sthenurus,,,10
Stipeae,,,10
Stomatophytes subclade 1,,,
Stomatophytes,,,
Stormbergia,,,10
Stratiotosuchus,,,10
Strelitziaceae,,,
Strelitziineae,,,
Strepsicerotini subclade 1,,,
Strepsicerotini subclade 2,,,
Strepsicerotini subclade 3,,,
Strepsicerotini subclade 4,,,
Strepsicerotini subclade 5,,,
Strepsicerotini subclade 6,,,
Strepsicerotini,,,
Strepsirrhini,,,
Streptophytina,"[""Streptophyta""]",,
Streptospondylus,,,10
Strunius,,,10
Struthiocephalus,,,10
Struthiomimus,,,10
Styracocephalus,,,10
Styracosaurus,,,10
Styracosterna subclade 1,,,10
Styracosterna subclade 2,,,
Styracosterna,,,
Suchia subclade 1,,,
Suchia subclade 2,,,
Suchia,,,20
Suchomimus,,,10
Sudamericidae,,,
Sugarcane,"[""Sugar cane""]",Saccharum,65
Suidae,,,
Suina,"[""Suiformes""]",,
Suinae,,,
Sumatran striped rabbit,,Nesolagus netscheri,50
Suminia,,,10
Sunnyodon,,,10
Suzhousaurus,,,10
Sycosaurus,,,10
Symphyla,"[""Garden centipedes"", ""Pseudocentipedes""]",,50
Synapsida,,,
Syodon,,,10
Syodontinae,,,
Tacca,,,10
Tachyoryctes,,,
Tactopoda,,,
Taeniolabis,,,10
Taiwania,,,50
Takin,,Budorcas taxicolor,50
Talpidae,,,
Talpinae,,,
Talpini,"[""Old World Mole""]",,30
Tamandua,,,30
Tamaraw,,Bubalus mindorensis,50
Tambachia,,,10
Tammar wallaby,,,40
Tapinocaninus,,,10
Tapinocephalia,,,
Tapinocephalidae,,,
Tapinocephalina,,,
Tapinocephalinae,,,
Tapinocephalini,,,
Tapinocephalus,,,10
Tapir,,Tapirus,60
Tapiromorpha,,,
Tarbosaurus,,,10
Tardigrade,"[""Waterbear"", ""Moss piglet""]",,55
Tariccoia,,,10
Tarpan,,Equus ferus ferus,40
Tarphycerida,,,
Tarsier,,,30
Tarsiiformes,,,
Tawa,,,10
Taxaceae,,,
Taxidiinae,,,
Taxodioideae,,,10
Tayra,,Eira barbara,20
Tecophilaeaceae,,,10
Tegopelte,,,10
Tehuelchesaurus,,,10
Teiformata,,,
Teiidae,"[""Whiptails"", ""Racerunners""]",,10
Teleostomi,,,
Telmatosaurus,,,10
Temnodontosaurus,,,20
Tenontosaurus,,,10
Tenrec,,Tenrecidae,30
Teratophoneus,,,10
Teratosaurus,,,10
Terraiguana subclade 1,,,
Terraiguana subclade 2,,,
Terraiguana subclade 3,,,
Terraiguana subclade 4,,,
Terraiguana subclade 5,,,
Terraiguana,,,
Terrestrisuchus,,,10
Testudinata subclade 1,,,
Testudinata subclade 2,,,
Testudinata,,,
Tetanurae subclade 1,,,
Tetanurae,,,
Tethyshadros,,,10
Tethytheria,,,
Tetonius,,,10
Tetraceratops,,,
Tetraclinis,,,50
Tetrameryx,,,10
Tetrapod,,,50
Tetrapodomorpha,,,
Tetrapulmonata,,,
Thecodontosaurus,,,10
Thelodonti,,,
Thelyphonida,"[""whip scorpions"", ""vinegaroons""]",,10
Therapsida,,,
Theria,,,
Theriodont,,Theriodontia,
Therizinosaur,,Therizinosauria,
Therizinosauridae subclade 1,,,
Therizinosauridae,,,
Therizinosauroidea subclade 1,,,
Therizinosauroidea,,,
Therizinosaurus,,,40
Therocephalia,,,
Therochelonia,,,
Theropoda subclade 1,,,
Theropoda subclade 2,,,
Theropoda subclade 3,,,
Theropoda,,,
Thescelosaurus,,,10
Thomson's gazelle,,Eudorcas thomsonii,60
Thoosuchus,,,10
Three-toed sloth,,Bradypodidae,60
Thuja,,,50
Thujopsis,,,50
Thunnosauria subclade 1,,,
Thunnosauria subclade 2,,,
Thunnosauria,,,
Thurniaceae,,,10
Thylacosmilus,,,40
Thyreophora subclade 1,,,
Thyreophora,,,
Thyreophoroidea,,,
Tianyulong,,,10
Tianyuraptor,,,10
Tiarajudens,,,10
Tibetan antelope,"[""Chiru""]",Pantholops hodgsonii,50
Ticinosuchus,,,10
Tick,,Metastigmata=Ixodida,60
Tiger,,Panthera tigris,80
Tiktaalik,,,
Tillandsioideae,,,10
Titanophoneus,,,10
Titanosaur subclade 1,,,
